,HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
276,1,NO,NO,NO,NO,1,0,0,3,1870773,https://www.jutarnji.hr/vijesti/hrvatska/puno-nepoznancija-oko-nositelja-lista-hdz-a-medved-predvodi-7-jedinicu-na-listi-clanica-stozera-maja-grba-bujevic-stier-jos-u-igri/10344277/,"PUNO NEPOZNANCIJA OKO NOSITELJA LISTA HDZ-a Medved predvodi 7. jedinicu, na listi članica Stožera Maja Grba Bujević, Stier još u igri",2020-05-27
277,1,NO,NO,NO,NO,1,0,0,3,1867378,https://www.jutarnji.hr/vijesti/hrvatska/puno-nepoznanica-oko-nositelja-lista-hdz-a-medved-predvodi-7-jedinicu-na-listi-clanica-stozera-maja-grba-bujevic-stier-jos-u-igri-10344277,"PUNO NEPOZNANICA OKO NOSITELJA LISTA HDZ-a Medved predvodi 7. jedinicu, na listi članica Stožera Maja Grba Bujević, Stier još u igri",2020-05-27
278,NO,NO,NO,NO,1,0,1,1,5,2402920,https://www.index.hr/clanak.aspx?id=2186047,"Škoro ima novo ""pojačanje"", s njim na izbore ide kontroverzna HRT-ovka",2020-05-27
279,0,0,NO,NO,NO,1,0,0,4,2402952,https://www.index.hr/clanak.aspx?id=2186095,Štromar: HNS-u je cilj sudjelovati u vlasti jer samo tako možemo mijenjati stvari,2020-05-27
280,1,NO,NO,NO,NO,1,0,0,3,1860383,https://www.jutarnji.hr/vijesti/hrvatska/na-ovim-izborima-idem-po-preferencijalne-glasove-i-dobit-cu-ih-puno-jandrokovic-kaze-da-vise-ne-zeli-polemizirati-s-raspudicima-10348423,'NA OVIM IZBORIMA IDEM PO PREFERENCIJALNE GLASOVE I DOBIT ĆU IH PUNO!' Jandroković kaže da više ne želi polemizirati s Raspudićima,2020-05-27
281,-1,0,NO,NO,NO,1,0,0,4,1865343,https://www.jutarnji.hr/vijesti/hrvatska/beljak-o-programu-restart-koalicije-nismo-poput-nasih-oponenata-obecali-nesto-sto-ne-mozemo-ispuniti-poput-kupovine-ine-10348141,"BELJAK O PROGRAMU RESTART KOALICIJE 'Nismo, poput naših oponenata, obećali nešto što ne možemo ispuniti, poput kupovine Ine'",2020-05-27
282,-1,NO,NO,NO,NO,0,1,0,3,1862839,https://www.jutarnji.hr/vijesti/hrvatska/bivsi-drzavni-odvjetnik-zacuden-skorinim-izjavama-da-je-otisao-iz-hrvatske-1989-on-obmanjuje-javnost-otisao-je-cim-je-pukla-puska-10344265,"BIVŠI DRŽAVNI ODVJETNIK ZAČUĐEN ŠKORINIM IZJAVAMA DA JE OTIŠAO IZ HRVATSKE 1989. 'On obmanjuje javnost, otišao je čim je pukla puška!'",2020-05-27
283,1,-1,NO,NO,NO,1,0,0,4,2403032,https://www.index.hr/clanak.aspx?id=2186142,Nakon 19 godina Dan državnosti opet je 30. svibnja. Građani ne mogu spajati praznike,2020-05-27
284,NO,1,NO,NO,NO,1,0,0,4,2403217,https://www.index.hr/clanak.aspx?id=2186000,Obersnel prvi put izlazi na parlamentarne izbore: Pristao sam pomoći SDP-u,2020-05-27
285,1,-1,NO,NO,NO,0,0,0,3,2402945,https://www.index.hr/clanak.aspx?id=2186099,"Plenković: Bernardić nije sposoban voditi oporbu, a kamoli vladu",2020-05-27
286,1,-1,NO,NO,NO,1,0,0,4,2402944,https://www.index.hr/clanak.aspx?id=2186094,"Plenković: Ne čudi me što je Grba-Bujević na listi, ona je ponosna HDZ-ovka",2020-05-27
287,-1,NO,NO,1,NO,1,1,0,5,2402922,https://www.index.hr/clanak.aspx?id=2186056,"Tomašević: Bandić je maknuo zastave gay pridea i stavio Markićkine, to nije slučajno",2020-05-27
288,NO,1,NO,NO,NO,1,0,0,5,2403187,https://www.index.hr/clanak.aspx?id=2185973,"Bernardić rekao da namjerava proširiti Restart koaliciju, otkrio i s kime",2020-05-27
289,0,1,NO,NO,0,1,1,0,5,2403163,https://www.index.hr/clanak.aspx?id=2185964,"Fred Matić: Slušam Škorine pjesme, ali sad kad sam vidio koga sve okuplja...",2020-05-27
290,1,NO,NO,NO,NO,1,0,0,5,2403058,https://www.index.hr/clanak.aspx?id=2186200,"Jandroković o sukobu s Raspudićima: Prošao sam svašta, ali ovo...",2020-05-27
291,0,0,0,0,0,1,0,0,3,2403188,https://www.index.hr/clanak.aspx?id=2185521,"Ljudima ne smeta gomila općina i rasipanje love, smeta im ako oni tu nemaju koristi",2020-05-27
292,0,NO,0,NO,NO,1,1,0,4,2402929,https://www.index.hr/clanak.aspx?id=2186063,Marija Selak Raspudić ima poziv za Jandrokovića: Neka to napravi pa da vidimo,2020-05-27
293,1,NO,NO,1,NO,1,1,0,5,412401,https://www.24sata.hr/news/bandic-postavljanjem-zastava-hoda-za-zivot-trazi-zastitnike-695592,Tomašević: 'Diler štandova se uplašio da će ga HDZ napustiti',2020-05-27
294,-1,1,NO,NO,NO,1,0,0,5,3557862,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/restart-predstavlja-program-za-parlamentarne-izbore---606946.html,''Hrvatska treba novi početak'': Restart predstavio pet ključnih točaka kojima planira rušiti Plenkovića,2020-05-27
295,-1,NO,NO,NO,NO,1,0,0,4,9341291,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/gost-dnevnika-nove-tv-predsjednik-hss-a-kreso-beljak---607039.html,"Beljak: ""Doista ne razumijem što je Plenkoviću da se prepao Bernardića i mene. Odnosno, vjerojatno ima dobrih razloga zašto se boji""",2020-05-27
296,NO,NO,NO,NO,1,1,0,0,4,3498227,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/karolina-vidovic-kristo-novo-pojacanje-domovinskog-pokreta-miroslava-skore---606991.html,Domovinski pokret predstavio novo pojačanje: ''Uz Božju pomoć borit ću se protiv pedofilije'',2020-05-27
297,0,0,NO,NO,NO,1,0,0,3,5637949,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/stromar-hns-u-je-cilj-sudjelovati-u-vlasti---607020.html,"Štromar: ""HNS-u je cilj sudjelovati u vlasti, koalirat ćemo s onim tko prihvati najviše iz našeg programa""",2020-05-27
298,-1,-1,NO,NO,NO,1,0,0,5,29897,https://www.24sata.hr/news/mrsic-koalicija-sdp-a-ne-nudi-nista-novo-najavljuju-obecanja-695682,"Mrsić: Koalicija SDP-a ne nudi ništa novo, najavljuju obećanja",2020-05-27
299,0,0,0,0,0,1,1,0,4,411983,https://www.24sata.hr/news/novi-predsjednik-hns-a-cilj-nam-je-sudjelovati-u-vlasti-695627,Novi predsjednik HNS-a: 'Cilj nam je sudjelovati u vlasti',2020-05-27
300,1,0,NO,NO,NO,1,0,0,3,411943,https://www.24sata.hr/news/plenkovic-razmislja-da-vodi-jug-hrvatske-a-vili-beros-zagreb-695375,"Plenković razmišlja da vodi jug Hrvatske, a Vili Beroš Zagreb?",2020-05-27
301,1,-1,NO,NO,NO,0,0,0,3,412005,https://www.24sata.hr/news/plenkovic-bernardic-ne-moze-voditi-oporbu-a-kamoli-vladu-695652,"Plenković: 'Bernardić ne može voditi oporbu, a kamoli Vladu'",2020-05-27
302,-1,NO,1,NO,NO,1,1,0,4,411937,https://www.24sata.hr/news/jandrokoviceva-najveca-nocna-mora-je-moj-suprug-u-saboru-695614,Selak Raspudić: 'Ne mora žena biti nužno lijepa u trudnoći...',2020-05-27
303,NO,NO,NO,NO,1,1,0,0,4,5473389,https://www.vecernji.hr/vijesti/stjepo-bartulica-novo-skorino-pojacanje-vodit-ce-odbor-za-vanjsku-politiku-1405288,"Tko je Stjepo Bartulica, novo Škorino pojačanje?",2020-05-26
304,1,-1,NO,NO,NO,1,0,0,5,6910659,https://www.vecernji.hr/vijesti/tomo-medved-ce-vjerojatno-biti-nositelj-liste-za-vii-izbornu-jedinicu-1405235,Tomo Medved će vjerojatno biti nositelj liste za VII. Izbornu jedinicu,2020-05-26
305,1,NO,NO,NO,NO,1,0,0,4,412118,https://www.24sata.hr/news/bitka-s-raspudicem-ona-je-najbizarnija-u-mojoj-karijeri-695702,'Bitka s Raspudićem? Ona je najbizarnija u mojoj karijeri...',2020-05-27
306,NO,NO,NO,NO,1,0,1,1,4,412391,https://www.24sata.hr/news/skorinom-pokretu-pridruzila-se-i-karolina-vidovic-kristo-695594,'Škorinom pokretu pridružila se i Karolina Vidović Krišto',2020-05-27
307,-1,0,NO,NO,NO,0,1,1,6,411989,https://www.24sata.hr/kolumne/kako-je-moguce-da-su-svi-krivi-a-samo-stranacki-kadar-nevin-695636,"Kako je moguće da su svi krivi, a samo stranački kadar nevin?",2020-05-27
308,-1,NO,NO,NO,NO,1,0,1,5,6432550,https://www.vecernji.hr/vijesti/coricev-je-napad-na-novinara-zbog-ine-diletantizam-1405312,Ministar koji napada novinare zbog pitanja politički je diletant,2020-05-26
309,1,1,NO,NO,NO,1,0,0,4,5822319,https://www.vecernji.hr/vijesti/politicari-gube-popularnost-stecenu-u-koronakrizi-u-padu-i-milanovic-i-plenkovic-i-skoro-1405305,"Političari gube popularnost stečenu u koronakrizi: U padu i Milanović, i Plenković, i Škoro",2020-05-26
310,1,-1,-1,NO,NO,0,1,1,5,6808660,https://www.vecernji.hr/vijesti/jandrokovic-nisam-farizej-niti-licemjer-1405189,Prepucavanje se nastavlja: Jandroković odgovorio Raspudiću,2020-05-26
311,0,NO,1,NO,NO,0,1,0,3,6419605,https://www.vecernji.hr/vijesti/s-mostom-i-goluza-troskot-planinic-1405046,"S Mostom i Goluža, Troskot, Planinić",2020-05-26
312,-1,-1,-1,NO,NO,0,1,0,4,7382304,https://www.vecernji.hr/zagreb/sedam-most-ovaca-napustilo-stranku-zasitili-smo-se-stranacke-netransparentnosti-1405271,Sedam MOST-ovaca napustilo stranku: 'Zasitili smo se netransparentnosti',2020-05-26
313,1,NO,NO,NO,NO,1,0,0,4,6528950,https://www.vecernji.hr/vijesti/on-je-rekao-da-je-njemu-netko-prenio-nesto-to-je-lazna-hajka-na-ministra-1405299,"""On je rekao da je njemu netko prenio nešto. To je lažna hajka na ministra""",2020-05-26
314,-1,1,NO,NO,NO,0,1,1,6,7909049,https://www.vecernji.hr/vijesti/plenkovic-i-coric-izdali-su-nacionalne-interese-s-ina-om-i-to-je-ogroman-skandal-1405322,'Plenković i Ćorić izdali su nacionalne interese s INA-om i to je ogroman skandal',2020-05-26
315,0,1,0,NO,0,1,1,0,5,6163118,https://www.vecernji.hr/vijesti/bagic-zbog-rasipanja-desnih-glasova-sdp-bi-ni-kriv-ni-duzan-mogao-dobiti-dalmaciju-1405084,"'Zbog rasipanja desnih glasova, SDP bi ni kriv ni dužan mogao dobiti Dalmaciju'",2020-05-26
316,0,1,NO,NO,NO,1,0,1,4,5022356,https://www.vecernji.hr/vijesti/bernardic-vlast-mozemo-formirati-s-manjinama-a-u-koaliciju-cemo-ici-samo-s-bliskim-svjetonazorima-1405217,"Bernardić: Vlast možemo formirati s manjinama, a u koaliciju idemo samo s bliskim svjetonazorima",2020-05-26
317,1,NO,NO,NO,NO,1,0,0,4,6852351,https://www.vecernji.hr/vijesti/kako-je-plenkovic-ustao-u-obranu-zena-od-rada-nedjeljom-1405074,Kako je Plenković ustao u obranu žena od rada nedjeljom,2020-05-26
318,1,NO,NO,NO,NO,1,0,0,3,1633870,https://www.jutarnji.hr/novac/rasprave-i-rjesenja/u-njemackoj-trgovine-ne-rade-nedjeljom-a-radnim-danom-su-zatvorene-vec-u-sest-popodne-10340263,"U Njemačkoj trgovine ne rade nedjeljom, a radnim danom su zatvorene već u šest popodne",2020-05-26
319,1,-1,NO,NO,NO,1,0,0,5,1862009,https://www.jutarnji.hr/vijesti/hrvatska/coric-tvrdi-da-memorandum-izmedu-ine-i-janafa-nije-sporan-cijena-sirove-nafte-stubokom-pada-a-vi-me-pitate-da-li-smo-mi-izdali-nacionalni-interes-10342270,"ĆORIĆ TVRDI DA MEMORANDUM IZMEĐU INE I JANAFA NIJE SPORAN 'Cijena sirove nafte stubokom pada, a vi me pitate da li smo mi izdali nacionalni interes'",2020-05-26
320,-1,1,1,1,NO,0,0,1,6,1657158,https://www.jutarnji.hr/vijesti/hrvatska/coriceva-izjava-izazvala-buru-na-politickoj-sceni-mora-podnijeti-ostavku-ako-je-ovo-istina-imamo-ozbiljniji-problem-od-epidemije-10343077,"ĆORIĆEVA IZJAVA IZAZVALA BURU NA POLITIČKOJ SCENI 'Mora podnijeti ostavku, ako je ovo istina imamo ozbiljniji problem od epidemije'",2020-05-26
321,0,0,NO,NO,1,0,1,0,4,1860008,https://www.jutarnji.hr/vijesti/hrvatska/skoro-o-tome-tko-stoji-iza-njega-je-li-pobjegao-u-ameriku-ali-i-s-kim-pregovara-uskoro-ce-nas-pojacati-tri-prekrasne-dame-10342069,"ŠKORO O TOME TKO STOJI IZA NJEGA, JE LI POBJEGAO U AMERIKU, ALI I S KIM PREGOVARA 'Uskoro će nas pojačati tri prekrasne dame'",2020-05-26
322,0,NO,NO,NO,1,1,0,0,5,1857542,https://www.jutarnji.hr/vijesti/hrvatska/sto-zapravo-stoji-iza-fotografije-bivseg-premijera-u-skorinom-drustvu-doznali-smo-kakvu-bi-ulogu-tim-oreskovic-mogao-odigrati-u-domovinskom-pokretu-10340818,ŠTO ZAPRAVO STOJI IZA FOTOGRAFIJE BIVŠEG PREMIJERA U ŠKORINOM DRUŠTVU Doznali smo kakvu bi ulogu Tim Orešković mogao odigrati u Domovinskom pokretu,2020-05-26
323,-1,1,NO,NO,0,1,1,0,5,1865452,https://www.jutarnji.hr/vijesti/hrvatska/fred-matic-s-penavom-sam-privatno-dobar-ali-vukovar-je-pretvorio-u-grad-grob-skoro-slusam-njegove-pjesme-ali-povukao-je-s-dna-sve-sto-je-mogao-10344700,"FRED MATIĆ 'S Penavom sam privatno dobar, ali Vukovar je pretvorio u grad-grob. Škoro? Slušam njegove pjesme, ali povukao je s dna sve što je mogao'",2020-05-26
324,1,1,NO,NO,NO,1,0,0,3,1862823,https://www.jutarnji.hr/vijesti/hrvatska/gradonacelnik-osijeka-napao-skoru-kako-se-on-usudi-svoj-pokret-nazvati-domovinski-pa-covjek-je-utekao-u-ameriku-kada-je-tudman-dosao-na-vlast-10340677,GRADONAČELNIK OSIJEKA NAPAO ŠKORU 'Kako se on usudi svoj pokret nazvati Domovinski!? Pa čovjek je utekao u Ameriku kada je Tuđman došao na vlast',2020-05-26
325,-1,1,NO,NO,NO,1,0,1,5,1865999,https://www.jutarnji.hr/vijesti/hrvatska/lider-restart-koalicije-vlada-je-prespavala-predsjedanje-eu-om-hrvatska-se-nije-nametnula-kao-lider-ispali-smo-potpuni-autsajder-10342789,"LIDER RESTART KOALICIJE: 'Vlada je prespavala predsjedanje EU-om. Hrvatska se nije nametnula kao lider, ispali smo potpuni autsajder'",2020-05-26
326,1,NO,NO,NO,NO,1,0,0,3,1852876,https://www.jutarnji.hr/vijesti/hrvatska/ministar-coric-prozvao-reportera-n1-zbog-poruka-u-novinarskim-grupama-u-jednoj-u-kojoj-komunicirate-jasno-ste-izrazili-svoje-nezadovoljstvo-10342684,MINISTAR ĆORIĆ PROZVAO REPORTERA N1 ZBOG PORUKA U NOVINARSKIM GRUPAMA?! 'U jednoj u kojoj komunicirate jasno ste izrazili svoje nezadovoljstvo',2020-05-26
327,NO,NO,1,NO,NO,1,0,0,3,1864848,https://www.jutarnji.hr/vijesti/hrvatska/most-kao-novo-pojacanje-predstavio-bivseg-glavnog-operativca-inicijative-narod-odlucuje-doznajemo-tko-bi-jos-uz-njega-mogao-biti-na-njihovim-listama-10343839,MOST KAO NOVO POJAČANJE PREDSTAVIO BIVŠEG GLAVNOG OPERATIVCA INICIJATIVE 'NAROD ODLUČUJE' Doznajemo tko bi još uz njega mogao biti na njihovim listama,2020-05-26
328,1,NO,NO,NO,NO,1,0,0,4,1657838,https://www.jutarnji.hr/vijesti/hrvatska/hrvatska-je-pobijedila-covid-19-ova-vlada-je-pobijedila-covid-19-premijer-nakon-stranackog-sastanka-u-splitu-govorio-o-koronavirusu-10343935,"'HRVATSKA JE POBIJEDILA COVID-19, OVA VLADA JE POBIJEDILA COVID-19!' Premijer nakon stranačkog sastanka u Splitu govorio o koronavirusu",2020-05-26
329,NO,1,NO,NO,NO,1,0,0,5,1864603,https://www.jutarnji.hr/vijesti/hrvatska/bernardic-u-velikom-intervjuu-siguran-sam-u-pobjedu-zato-sto-osjecam-bilo-gradana-10344283,BERNARDIĆ U VELIKOM INTERVJUU 'Siguran sam u pobjedu zato što osjećam bilo građana',2020-05-26
330,NO,1,NO,NO,NO,0,1,1,6,1867375,https://www.jutarnji.hr/vijesti/hrvatska/bernardic-coricev-okrsaj-s-novinarom-ocijenio-skandalom-ali-i-skretanjem-paznje-vrh-vlasti-optuzio-za-nacionalnu-izdaju-10343953,"BERNARDIĆ ĆORIĆEV OKRŠAJ S NOVINAROM OCIJENIO SKANDALOM, ALI I SKRETANJEM PAŽNJE Vrh vlasti optužio za 'nacionalnu izdaju'",2020-05-26
331,NO,NO,NO,NO,1,1,0,0,4,1860010,https://www.jutarnji.hr/vijesti/hrvatska/bivsi-savjetnik-predsjednika-josipovica-i-premijera-oreskovica-prikljucio-se-skorinom-timu-bartulica-usao-u-domovinski-pokret-odmah-dobio-funkciju-10343746,"BIVŠI SAVJETNIK PREDSJEDNIKA JOSIPOVIĆA I PREMIJERA OREŠKOVIĆA PRIKLJUČIO SE ŠKORINOM TIMU Bartulica ušao u Domovinski pokret, odmah dobio funkciju",2020-05-26
332,0,-1,NO,NO,NO,1,0,0,4,1866409,https://www.jutarnji.hr/vijesti/hrvatska/crobarometar-kako-nakon-izlaska-hrvatske-iz-karantene-kotiraju-nasi-vodeci-politicari-predsjednik-i-premijer-najpopulariji-ali-rejting-im-je-u-padu-10343941,"CROBAROMETAR: KAKO NAKON IZLASKA HRVATSKE IZ KARANTENE KOTIRAJU NAŠI VODEĆI POLITIČARI Predsjednik i premijer najpopulariji, ali rejting im je u padu",2020-05-26
333,0,1,0,0,1,1,0,0,4,2403113,https://www.index.hr/clanak.aspx?id=2185912,"Ruža Tomašić ide na izbore sa Škorom, Biljana Borzan odbila Bernardića",2020-05-26
334,-1,-1,-1,NO,NO,0,1,0,5,4952136,https://www.index.hr/vijesti/clanak/sedam-zagrebackih-vijecnika-mosta-izaslo-iz-stranke/2185836.aspx,Sedam zagrebačkih vijećnika Mosta izašlo iz stranke,2020-05-26
335,NO,0,NO,NO,NO,1,0,0,5,6104437,https://www.index.hr/vijesti/clanak/sindikalist-sever-neradna-nedjelja-treba-ostati-mi-nemamo-novca-za-dodatno-trosenje/2185697.aspx,"Sindikalist Sever: Plaše nas iz trgovačkih lanaca s otpuštanjima, a nemaju radnika",2020-05-26
336,0,0,0,1,0,1,0,1,7,6517715,https://www.index.hr/vijesti/clanak/reakcije-na-coricevu-izjavu-o-citanju-novinarovih-poruka-hitna-istraga/2185807.aspx,"Stižu reakcije na Ćorićevu izjavu o privatnim porukama novinara, traži se smjena",2020-05-26
337,-1,0,0,NO,1,1,1,0,6,2403353,https://www.index.hr/clanak.aspx?id=2185753,"Škoro najavljuje pojačanja, otkrio je jedno ime",2020-05-26
338,-1,0,NO,NO,NO,0,0,1,7,6038084,https://www.index.hr/vijesti/clanak/nacional-memorandum-o-ini-je-najmracniji-manevar-hrvatskog-premijera/2185746.aspx,Nacional: Memorandum o Ini je najmračniji manevar hrvatskog premijera,2020-05-26
339,1,1,NO,NO,NO,1,0,0,4,6512790,https://www.index.hr/vijesti/clanak/nova-anketa-svim-politicarima-pada-popularnost-evo-tko-je-najomrazeniji/2185881.aspx,"Nova anketa: Pada popularnost svim političarima, iznenađenje među SDP-ovim biračima",2020-05-26
340,-1,1,NO,NO,NO,1,0,1,7,2403151,https://www.index.hr/clanak.aspx?id=2185913,Oko Ine je danas izbila ogromna afera. Evo o čemu se radi,2020-05-26
341,1,NO,NO,NO,NO,1,0,0,4,2395890,https://www.index.hr/clanak.aspx?id=2185893,Plenković: Ova vlada je pobijedila koronavirus,2020-05-26
342,1,NO,NO,NO,NO,1,0,0,4,2403405,https://www.index.hr/clanak.aspx?id=2185790,"Reformisti: Zabranu rada nedjeljom ukinuti, Stožer i vlada izigrali su pravni sustav",2020-05-26
343,NO,NO,1,NO,NO,0,0,0,3,2403454,https://www.index.hr/clanak.aspx?id=2185851,Bivši Markićkin suradnik novi je član Mosta,2020-05-26
344,-1,NO,NO,NO,NO,1,0,0,5,2403414,https://www.index.hr/clanak.aspx?id=2185805,Glas: Plenković je priznao da zabrana rada nedjeljom nema veze s epidemijom,2020-05-26
345,1,-1,NO,NO,NO,1,0,0,5,2403428,https://www.index.hr/clanak.aspx?id=2185828,HDZ objavio kandidate za VII. izbornu jedinicu. Na listi je i Maja Grba Bujević,2020-05-26
346,0,NO,-1,NO,NO,1,0,0,3,2403360,https://www.index.hr/clanak.aspx?id=2185744,"Jandroković komentirao Raspudića: On nije nezavisan, on je politički agitator Mosta",2020-05-26
347,-1,NO,NO,NO,NO,0,1,1,6,2395888,https://www.index.hr/clanak.aspx?id=2185844,Ministar Ćorić priznao da čita privatne poruke novinara. Zašto je on još ministar?,2020-05-26
348,NO,NO,NO,NO,1,1,1,0,4,2403425,https://www.index.hr/clanak.aspx?id=2185855,Bartulica iz Opusa Dei pridružio se Škori,2020-05-26
349,0,1,0,0,0,1,0,0,5,2403119,https://www.index.hr/clanak.aspx?id=2185902,"Bernardić: Hrvatska je prespavala ulogu predsjedateljice EU-a, to je sramotno",2020-05-26
350,NO,1,NO,NO,NO,1,0,0,5,6350214,https://www.index.hr/vijesti/clanak/bernardic-izdaja-je-nacionalnih-interesa-da-nafta-odlazi-u-madjarske-rafinerije/2185761.aspx,Bernardić: Izdaja je nacionalnih interesa da nafta odlazi u mađarske rafinerije,2020-05-26
351,-1,1,NO,NO,NO,1,0,0,5,2403431,https://www.index.hr/clanak.aspx?id=2185904,Bernardić: Jasno je da ćemo pobijediti na izborima i formirati novu vladu,2020-05-26
352,1,NO,NO,NO,NO,1,0,0,3,6262458,https://www.index.hr/vijesti/clanak/beros-moj-je-stav-da-nedjelja-treba-biti-neradna/2185832.aspx,Beroš: Moj je stav da nedjelja treba biti neradna,2020-05-26
353,NO,1,NO,NO,NO,1,0,0,3,3564130,https://dnevnik.hr/vijesti/hrvatska/koliko-gradjani-znaju-o-nasim-europarlamentarcima---606899.html,"Koliko građani znaju o našim eurozastupnicima? ""Nemam pojma..."", ""Joooj, znala sam ih sve""",2020-05-26
354,NO,-1,NO,NO,NO,0,1,1,6,3590102,https://dnevnik.hr/vijesti/hrvatska/reakcije-na-izjavu-tomislava-corica-nadzire-li-vlada-novinarske-grupe---606867.html,"Lavina reakcija nakon Ćorićeve izjave: ''Ako je ovo istina, imamo ozbiljniji problem od recesije i epidemije''",2020-05-26
355,NO,NO,1,NO,1,0,0,0,3,10011631,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/most-predstavio-novo-pojacanje-pridruzio-im-se-zvonimir-troskot---606877.html,"Mostu se pridružio obraćenik i bivši reprezentativac, a Bartulica i službeno u Domovinskom pokretu",2020-05-26
356,1,NO,1,NO,NO,1,0,0,3,3464596,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/plenkovic-obisao-novi-pogon-u-vrgorcu-na-sastanku-hdz-ovaca-i-upravitelj-doma-za-starije-u-kojem-je-umrlo-18-sticenika---606892.html,"Plenković obišao novi pogon u Vrgorcu, na sastanku HDZ-ovaca i upravitelj doma za starije u kojem je umrlo 18 štićenika",2020-05-26
357,1,1,0,NO,1,1,0,0,4,3551697,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/politicki-ringispil---606891.html,"Pripreme za parlamentarne izbore: Biljana Borzan dala košaricu Bernardiću, Ruža Tomašić ide na Škorinoj listi",2020-05-26
358,1,1,NO,NO,NO,1,0,0,4,413202,https://www.24sata.hr/news/za-plenkovica-vise-od-polovice-gradana-bandic-najomrazeniji-695444,"Za Plenkovića više od polovice građana, Bandić najomraženiji",2020-05-26
359,0,0,-1,NO,NO,0,0,0,3,412409,https://www.24sata.hr/news/zagreb-iz-mosta-izlazi-sedam-vijecnika-i-bit-ce-nezavisni-695419,Zagreb: Iz Mosta izlazi sedam vijećnika i bit će nezavisni,2020-05-26
360,NO,-1,NO,NO,NO,1,1,0,6,3590095,https://dnevnik.hr/vijesti/hrvatska/ministar-zastite-okolisa-i-energetike-tomislav-coric-o-izvozu-hrvatske-nafte---606829.html,"""Isplativije je da se hrvatska nafta izvozi i prerađuje u Mađarskoj. Plenković nije znao za detalje, svu odgovornost snosit ću ja""",2020-05-26
361,1,1,NO,NO,NO,1,0,0,5,4936937,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/crobarometar-za-svibanj-najpopularniji-politicar-zoran-milanovic---606865.html,"Crobarometar otkriva: Pada popularnost i Milanoviću i Plenkoviću, iznenađenje među SDP-ovim biračima",2020-05-26
362,0,0,-1,NO,NO,0,0,1,3,9488747,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/gordan-jandrokovic-o-nini-raspudicu-lazno-se-predstavljao-kao-nezavisni-komentator-on-je-mostor-politicki-agitator---606822.html,"Jandroković opet o Raspudiću: ''Ja nisam farizej ni licemjer. Mnogi se zalažu za jedno u javnom životu, a žive sasvim drugo u privatnom''",2020-05-26
363,1,-1,NO,NO,NO,1,0,0,5,412777,https://www.24sata.hr/news/hdz-objavio-kandidate-za-vii-jedinicu-na-listi-i-grba-bujevic-695422,HDZ objavio kandidate za VII. jedinicu: Na listi i Grba Bujević,2020-05-26
364,1,NO,-1,NO,NO,0,1,1,4,413174,https://www.24sata.hr/news/jandrokovic-raspudicu-ja-nisam-farizer-ni-licemjer-695331,Jandroković Raspudiću: 'Ja nisam farizej ni licemjer',2020-05-26
365,1,NO,NO,NO,1,1,0,0,5,413294,https://www.24sata.hr/news/jeftini-stosovi-prepucavanja-i-vrijedanja-pocela-je-kampanja-695241,"Jeftini štosovi, prepucavanja i vrijeđanja... Počela je kampanja",2020-05-26
366,1,NO,NO,NO,NO,1,0,0,3,412979,https://www.24sata.hr/news/plenkovic-sa-zupanijskim-hdz-om-nismo-raspravljali-o-listi-695468,Plenković sa županijskim HDZ-om: Nismo raspravljali o listi,2020-05-26
367,-1,NO,NO,1,NO,0,1,1,6,413209,https://www.24sata.hr/news/skandal-coric-zna-sto-novinari-pisu-u-grupama-ocito-prate-695369,Skandal: Ćorić zna što novinari pišu u grupama! 'Očito prate...',2020-05-26
368,-1,NO,NO,NO,NO,1,0,0,5,412771,https://www.24sata.hr/news/izigrali-ste-pravni-sustav-ukinite-zabranu-rada-nedjeljom-695376,"'Izigrali ste pravni sustav, ukinite zabranu rada nedjeljom'",2020-05-26
369,-1,NO,NO,NO,NO,1,0,0,5,413205,https://www.24sata.hr/news/najava-zabrane-rada-nedjeljom-je-tipicna-stetocinska-politika-695353,'Najava zabrane rada nedjeljom je tipična štetočinska politika',2020-05-26
370,0,-1,NO,NO,NO,1,0,0,6,413218,https://www.24sata.hr/news/plenkovic-nije-znao-za-detalje-svu-odgovornost-snosit-cu-ja-695362,"'Plenković nije znao za detalje, svu odgovornost snosit ću ja'",2020-05-26
371,NO,NO,NO,NO,1,0,1,0,3,413219,https://www.24sata.hr/news/bartulica-vrijeme-je-za-nove-vrijednosti-na-politickoj-sceni-695437,Bartulica: 'Vrijeme je za nove vrijednosti na političkoj sceni',2020-05-26
372,-1,1,NO,NO,NO,1,0,1,6,412975,https://www.24sata.hr/news/bernardic-vec-sada-je-jasno-da-ce-pobijediti-restart-koalicija-695470,Bernardić: Već sada je jasno da će pobijediti Restart koalicija...,2020-05-26
